,district,building_type,heat_source,value,federal_state,district_type,geometry
0,Regionalverband Saarbrücken,100,0,0.6126,Saarland,Kreisfreie Städte,"MULTIPOLYGON (((6.951739788055363 49.383819580078125, 6.957779884338606 49.38037109375, 6.963469028473071 49.38061904907238, 6.964489936828784 49.369541168213004, 6.970848083496264 49.36238861083996, 6.987918853759936 49.36312103271513, 6.987588882446346 49.36680984497076, 6.993279933929387 49.36705017089844, 7.004990100860653 49.36384201049799, 7.010669231414738 49.364078521728516, 7.010338783264103 49.36777877807623, 7.016348838806437 49.36431121826183, 7.02771997451805 49.364799499511776, 7.028049945831242 49.361122131347656, 7.022689819336051 49.357170104980526, 7.028368949890137 49.3574104309082, 7.034369945526407 49.35395050048834, 7.051400184631348 49.3546714782716, 7.051730155945108 49.350971221923885, 7.057409763336238 49.351219177246094, 7.069058895111198 49.3479919433596, 7.063387870788688 49.3477516174317, 7.064329147339095 49.33665847778326, 7.075667858123779 49.337139129638615, 7.080718994140796 49.344768524169865, 7.080099105835131 49.35216140747099, 7.086079120635986 49.34870147705095, 7.091460227966365 49.35261917114258, 7.097730159759692 49.345470428466854, 7.114779949188517 49.34616088867199, 7.120748996734903 49.34268951416021, 7.11506986618042 49.34247207641613, 7.109689235687256 49.33855056762718, 7.12164115905756 49.33161163330084, 7.110898971557674 49.323760986328125, 7.116858959197998 49.32030105590849, 7.122529029846191 49.320529937744254, 7.122818946838663 49.31682968139654, 7.117457866668815 49.312911987304744, 7.100470066070784 49.312210083007926, 7.101089954376448 49.30480957031244, 7.090069770813045 49.30064010620123, 7.090979099273738 49.28955078124994, 7.085329055786303 49.289321899414176, 7.085928916931209 49.28192138671869, 7.074628829956282 49.28145217895502, 7.069289207458496 49.27751922607433, 7.070200920105037 49.26642990112305, 7.076148986816406 49.2629585266115, 7.081500053405875 49.26689910888672, 7.087440013885441 49.263439178466854, 7.088038921356258 49.2560386657716, 7.093978881835994 49.25257873535156, 7.110010147094954 49.26438140869135, 7.115660190582219 49.264610290527344, 7.116239070892334 49.25722122192377, 7.127810001373291 49.2539901733399, 7.133740901946965 49.250530242920036, 7.134029865264949 49.24682998657232, 7.129251003265495 49.23550033569353, 7.13009786605835 49.224399566650504, 7.141359806060791 49.224868774414176, 7.14192008972168 49.21746063232416, 7.136011123657511 49.22093200683594, 7.130939006805477 49.213279724121264, 7.120238780975455 49.205390930176065, 7.120790004730281 49.19797134399414, 7.115170001983927 49.19773101806646, 7.109829902649096 49.19379043579124, 7.11008977890009 49.19007110595726, 7.115718841552905 49.190311431884766, 7.116260051727352 49.18288040161133, 7.133130073547363 49.18358993530285, 7.133657932281722 49.17615127563488, 7.12241983413719 49.17568206787104, 7.111451148986987 49.17148971557623, 7.106359004974593 49.163822174072266, 7.111979007720947 49.16405105590826, 7.112247943878401 49.160331726074276, 7.117868900299243 49.16057205200195, 7.118131160736255 49.156841278076456, 7.112779140472469 49.15290069580084, 7.108689308166561 49.15271759033209, 7.098150730133057 49.15433120727545, 7.08320951461792 49.15127563476557, 7.08257532119768 49.14132308959961, 7.090023994445801 49.13226318359375, 7.072655677795694 49.125122070312614, 7.067407131195125 49.11558532714855, 7.05802440643339 49.112586975097656, 7.045944213867301 49.11823654174805, 7.045796394348372 49.13880920410162, 7.034143447876261 49.15443420410162, 7.02826547622692 49.17131423950201, 7.033706188201904 49.18826293945324, 7.020264148712215 49.192726135253906, 7.015439510345743 49.19126892089872, 7.013078689575195 49.18862915039074, 7.008091449737549 49.19374465942383, 6.998806953430346 49.19428634643549, 6.97657489776617 49.20864486694336, 6.957561016082821 49.20380401611351, 6.943566799164046 49.21377182006836, 6.934805393219108 49.2221298217774, 6.924295425415323 49.223075866699276, 6.894287586212329 49.21019744873058, 6.884807586669979 49.21110916137695, 6.858445644378833 49.221630096435774, 6.840444087982178 49.21423339843767, 6.837654113769815 49.21126174926752, 6.851165294647217 49.200458526611555, 6.85014009475708 49.193515777587834, 6.860935211181641 49.178627014160384, 6.858744144439754 49.175750732421875, 6.844707965851114 49.17291641235346, 6.845309734344426 49.160140991210994, 6.847700595855883 49.15740966796875, 6.834462642669791 49.15137863159197, 6.784133911132812 49.16814804077143, 6.773788452148381 49.16764450073242, 6.763763904571647 49.16513442993164, 6.747885227203483 49.16591644287121, 6.737987518310831 49.16456985473633, 6.719746589660588 49.1765899658206, 6.712838172912598 49.18955993652372, 6.719017505645752 49.19551849365229, 6.720804214477653 49.19312667846691, 6.730198860168741 49.200088500976676, 6.72978878021263 49.203769683838175, 6.740418910980225 49.211658477783374, 6.733889102935734 49.218750000000114, 6.733479022979793 49.222431182861385, 6.74370098114025 49.23398971557617, 6.749800205230827 49.23057174682617, 6.772960186004696 49.227909088134766, 6.78391790390026 49.23208999633789, 6.78958892822294 49.23234176635748, 6.800168991088924 49.240200042724894, 6.816799163818303 49.244621276855696, 6.827019214630354 49.256172180175724, 6.837618827819824 49.26403045654297, 6.837988853454647 49.26036071777355, 6.843658924103067 49.260589599609375, 6.836881160736141 49.27141189575218, 6.830830097198429 49.274848937988395, 6.825150012970028 49.274600982666186, 6.824769973754826 49.27828979492199, 6.841819763183651 49.27902984619152, 6.853538990020809 49.275829315185604, 6.858849048614502 49.27975845336914, 6.864880084991682 49.27632141113287, 6.863070011138916 49.294761657714844, 6.869119167328051 49.29132080078125, 6.874430179596231 49.29524993896496, 6.868390083312988 49.29870223999029, 6.868030071258715 49.30237960815458, 6.874070167541561 49.29893112182623, 6.88507986068754 49.303119659423885, 6.883648872375488 49.31787872314459, 6.888979911804256 49.32181167602545, 6.882579803466911 49.32894897460943, 6.88221979141241 49.332641601562614, 6.887547969818115 49.33658218383806, 6.88719987869257 49.340270996093864, 6.88114786148077 49.34371185302746, 6.874730110168514 49.35084152221691, 6.880431175231934 49.35108947753912, 6.89716911315935 49.35552215576183, 6.908219814300708 49.35971069335949, 6.913208961487101 49.36732864379883, 6.918570041656778 49.371269226074446, 6.924270153045882 49.371520996094034, 6.929618835449162 49.375461578369254, 6.935678958892936 49.37200927734375, 6.934978961944523 49.37939071655279, 6.946040153503475 49.38357925415045, 6.951739788055363 49.383819580078125)), ((7.107553005218676 49.14701461791992, 7.104200839996281 49.14575195312517, 7.107483863830566 49.14800262451183, 7.107553005218676 49.14701461791992)))"
1,Regionalverband Saarbrücken,100,4,0.2918,Saarland,Kreisfreie Städte,"MULTIPOLYGON (((6.951739788055363 49.383819580078125, 6.957779884338606 49.38037109375, 6.963469028473071 49.38061904907238, 6.964489936828784 49.369541168213004, 6.970848083496264 49.36238861083996, 6.987918853759936 49.36312103271513, 6.987588882446346 49.36680984497076, 6.993279933929387 49.36705017089844, 7.004990100860653 49.36384201049799, 7.010669231414738 49.364078521728516, 7.010338783264103 49.36777877807623, 7.016348838806437 49.36431121826183, 7.02771997451805 49.364799499511776, 7.028049945831242 49.361122131347656, 7.022689819336051 49.357170104980526, 7.028368949890137 49.3574104309082, 7.034369945526407 49.35395050048834, 7.051400184631348 49.3546714782716, 7.051730155945108 49.350971221923885, 7.057409763336238 49.351219177246094, 7.069058895111198 49.3479919433596, 7.063387870788688 49.3477516174317, 7.064329147339095 49.33665847778326, 7.075667858123779 49.337139129638615, 7.080718994140796 49.344768524169865, 7.080099105835131 49.35216140747099, 7.086079120635986 49.34870147705095, 7.091460227966365 49.35261917114258, 7.097730159759692 49.345470428466854, 7.114779949188517 49.34616088867199, 7.120748996734903 49.34268951416021, 7.11506986618042 49.34247207641613, 7.109689235687256 49.33855056762718, 7.12164115905756 49.33161163330084, 7.110898971557674 49.323760986328125, 7.116858959197998 49.32030105590849, 7.122529029846191 49.320529937744254, 7.122818946838663 49.31682968139654, 7.117457866668815 49.312911987304744, 7.100470066070784 49.312210083007926, 7.101089954376448 49.30480957031244, 7.090069770813045 49.30064010620123, 7.090979099273738 49.28955078124994, 7.085329055786303 49.289321899414176, 7.085928916931209 49.28192138671869, 7.074628829956282 49.28145217895502, 7.069289207458496 49.27751922607433, 7.070200920105037 49.26642990112305, 7.076148986816406 49.2629585266115, 7.081500053405875 49.26689910888672, 7.087440013885441 49.263439178466854, 7.088038921356258 49.2560386657716, 7.093978881835994 49.25257873535156, 7.110010147094954 49.26438140869135, 7.115660190582219 49.264610290527344, 7.116239070892334 49.25722122192377, 7.127810001373291 49.2539901733399, 7.133740901946965 49.250530242920036, 7.134029865264949 49.24682998657232, 7.129251003265495 49.23550033569353, 7.13009786605835 49.224399566650504, 7.141359806060791 49.224868774414176, 7.14192008972168 49.21746063232416, 7.136011123657511 49.22093200683594, 7.130939006805477 49.213279724121264, 7.120238780975455 49.205390930176065, 7.120790004730281 49.19797134399414, 7.115170001983927 49.19773101806646, 7.109829902649096 49.19379043579124, 7.11008977890009 49.19007110595726, 7.115718841552905 49.190311431884766, 7.116260051727352 49.18288040161133, 7.133130073547363 49.18358993530285, 7.133657932281722 49.17615127563488, 7.12241983413719 49.17568206787104, 7.111451148986987 49.17148971557623, 7.106359004974593 49.163822174072266, 7.111979007720947 49.16405105590826, 7.112247943878401 49.160331726074276, 7.117868900299243 49.16057205200195, 7.118131160736255 49.156841278076456, 7.112779140472469 49.15290069580084, 7.108689308166561 49.15271759033209, 7.098150730133057 49.15433120727545, 7.08320951461792 49.15127563476557, 7.08257532119768 49.14132308959961, 7.090023994445801 49.13226318359375, 7.072655677795694 49.125122070312614, 7.067407131195125 49.11558532714855, 7.05802440643339 49.112586975097656, 7.045944213867301 49.11823654174805, 7.045796394348372 49.13880920410162, 7.034143447876261 49.15443420410162, 7.02826547622692 49.17131423950201, 7.033706188201904 49.18826293945324, 7.020264148712215 49.192726135253906, 7.015439510345743 49.19126892089872, 7.013078689575195 49.18862915039074, 7.008091449737549 49.19374465942383, 6.998806953430346 49.19428634643549, 6.97657489776617 49.20864486694336, 6.957561016082821 49.20380401611351, 6.943566799164046 49.21377182006836, 6.934805393219108 49.2221298217774, 6.924295425415323 49.223075866699276, 6.894287586212329 49.21019744873058, 6.884807586669979 49.21110916137695, 6.858445644378833 49.221630096435774, 6.840444087982178 49.21423339843767, 6.837654113769815 49.21126174926752, 6.851165294647217 49.200458526611555, 6.85014009475708 49.193515777587834, 6.860935211181641 49.178627014160384, 6.858744144439754 49.175750732421875, 6.844707965851114 49.17291641235346, 6.845309734344426 49.160140991210994, 6.847700595855883 49.15740966796875, 6.834462642669791 49.15137863159197, 6.784133911132812 49.16814804077143, 6.773788452148381 49.16764450073242, 6.763763904571647 49.16513442993164, 6.747885227203483 49.16591644287121, 6.737987518310831 49.16456985473633, 6.719746589660588 49.1765899658206, 6.712838172912598 49.18955993652372, 6.719017505645752 49.19551849365229, 6.720804214477653 49.19312667846691, 6.730198860168741 49.200088500976676, 6.72978878021263 49.203769683838175, 6.740418910980225 49.211658477783374, 6.733889102935734 49.218750000000114, 6.733479022979793 49.222431182861385, 6.74370098114025 49.23398971557617, 6.749800205230827 49.23057174682617, 6.772960186004696 49.227909088134766, 6.78391790390026 49.23208999633789, 6.78958892822294 49.23234176635748, 6.800168991088924 49.240200042724894, 6.816799163818303 49.244621276855696, 6.827019214630354 49.256172180175724, 6.837618827819824 49.26403045654297, 6.837988853454647 49.26036071777355, 6.843658924103067 49.260589599609375, 6.836881160736141 49.27141189575218, 6.830830097198429 49.274848937988395, 6.825150012970028 49.274600982666186, 6.824769973754826 49.27828979492199, 6.841819763183651 49.27902984619152, 6.853538990020809 49.275829315185604, 6.858849048614502 49.27975845336914, 6.864880084991682 49.27632141113287, 6.863070011138916 49.294761657714844, 6.869119167328051 49.29132080078125, 6.874430179596231 49.29524993896496, 6.868390083312988 49.29870223999029, 6.868030071258715 49.30237960815458, 6.874070167541561 49.29893112182623, 6.88507986068754 49.303119659423885, 6.883648872375488 49.31787872314459, 6.888979911804256 49.32181167602545, 6.882579803466911 49.32894897460943, 6.88221979141241 49.332641601562614, 6.887547969818115 49.33658218383806, 6.88719987869257 49.340270996093864, 6.88114786148077 49.34371185302746, 6.874730110168514 49.35084152221691, 6.880431175231934 49.35108947753912, 6.89716911315935 49.35552215576183, 6.908219814300708 49.35971069335949, 6.913208961487101 49.36732864379883, 6.918570041656778 49.371269226074446, 6.924270153045882 49.371520996094034, 6.929618835449162 49.375461578369254, 6.935678958892936 49.37200927734375, 6.934978961944523 49.37939071655279, 6.946040153503475 49.38357925415045, 6.951739788055363 49.383819580078125)), ((7.107553005218676 49.14701461791992, 7.104200839996281 49.14575195312517, 7.107483863830566 49.14800262451183, 7.107553005218676 49.14701461791992)))"
2,Regionalverband Saarbrücken,100,2,0.3603,Saarland,Kreisfreie Städte,"MULTIPOLYGON (((6.951739788055363 49.383819580078125, 6.957779884338606 49.38037109375, 6.963469028473071 49.38061904907238, 6.964489936828784 49.369541168213004, 6.970848083496264 49.36238861083996, 6.987918853759936 49.36312103271513, 6.987588882446346 49.36680984497076, 6.993279933929387 49.36705017089844, 7.004990100860653 49.36384201049799, 7.010669231414738 49.364078521728516, 7.010338783264103 49.36777877807623, 7.016348838806437 49.36431121826183, 7.02771997451805 49.364799499511776, 7.028049945831242 49.361122131347656, 7.022689819336051 49.357170104980526, 7.028368949890137 49.3574104309082, 7.034369945526407 49.35395050048834, 7.051400184631348 49.3546714782716, 7.051730155945108 49.350971221923885, 7.057409763336238 49.351219177246094, 7.069058895111198 49.3479919433596, 7.063387870788688 49.3477516174317, 7.064329147339095 49.33665847778326, 7.075667858123779 49.337139129638615, 7.080718994140796 49.344768524169865, 7.080099105835131 49.35216140747099, 7.086079120635986 49.34870147705095, 7.091460227966365 49.35261917114258, 7.097730159759692 49.345470428466854, 7.114779949188517 49.34616088867199, 7.120748996734903 49.34268951416021, 7.11506986618042 49.34247207641613, 7.109689235687256 49.33855056762718, 7.12164115905756 49.33161163330084, 7.110898971557674 49.323760986328125, 7.116858959197998 49.32030105590849, 7.122529029846191 49.320529937744254, 7.122818946838663 49.31682968139654, 7.117457866668815 49.312911987304744, 7.100470066070784 49.312210083007926, 7.101089954376448 49.30480957031244, 7.090069770813045 49.30064010620123, 7.090979099273738 49.28955078124994, 7.085329055786303 49.289321899414176, 7.085928916931209 49.28192138671869, 7.074628829956282 49.28145217895502, 7.069289207458496 49.27751922607433, 7.070200920105037 49.26642990112305, 7.076148986816406 49.2629585266115, 7.081500053405875 49.26689910888672, 7.087440013885441 49.263439178466854, 7.088038921356258 49.2560386657716, 7.093978881835994 49.25257873535156, 7.110010147094954 49.26438140869135, 7.115660190582219 49.264610290527344, 7.116239070892334 49.25722122192377, 7.127810001373291 49.2539901733399, 7.133740901946965 49.250530242920036, 7.134029865264949 49.24682998657232, 7.129251003265495 49.23550033569353, 7.13009786605835 49.224399566650504, 7.141359806060791 49.224868774414176, 7.14192008972168 49.21746063232416, 7.136011123657511 49.22093200683594, 7.130939006805477 49.213279724121264, 7.120238780975455 49.205390930176065, 7.120790004730281 49.19797134399414, 7.115170001983927 49.19773101806646, 7.109829902649096 49.19379043579124, 7.11008977890009 49.19007110595726, 7.115718841552905 49.190311431884766, 7.116260051727352 49.18288040161133, 7.133130073547363 49.18358993530285, 7.133657932281722 49.17615127563488, 7.12241983413719 49.17568206787104, 7.111451148986987 49.17148971557623, 7.106359004974593 49.163822174072266, 7.111979007720947 49.16405105590826, 7.112247943878401 49.160331726074276, 7.117868900299243 49.16057205200195, 7.118131160736255 49.156841278076456, 7.112779140472469 49.15290069580084, 7.108689308166561 49.15271759033209, 7.098150730133057 49.15433120727545, 7.08320951461792 49.15127563476557, 7.08257532119768 49.14132308959961, 7.090023994445801 49.13226318359375, 7.072655677795694 49.125122070312614, 7.067407131195125 49.11558532714855, 7.05802440643339 49.112586975097656, 7.045944213867301 49.11823654174805, 7.045796394348372 49.13880920410162, 7.034143447876261 49.15443420410162, 7.02826547622692 49.17131423950201, 7.033706188201904 49.18826293945324, 7.020264148712215 49.192726135253906, 7.015439510345743 49.19126892089872, 7.013078689575195 49.18862915039074, 7.008091449737549 49.19374465942383, 6.998806953430346 49.19428634643549, 6.97657489776617 49.20864486694336, 6.957561016082821 49.20380401611351, 6.943566799164046 49.21377182006836, 6.934805393219108 49.2221298217774, 6.924295425415323 49.223075866699276, 6.894287586212329 49.21019744873058, 6.884807586669979 49.21110916137695, 6.858445644378833 49.221630096435774, 6.840444087982178 49.21423339843767, 6.837654113769815 49.21126174926752, 6.851165294647217 49.200458526611555, 6.85014009475708 49.193515777587834, 6.860935211181641 49.178627014160384, 6.858744144439754 49.175750732421875, 6.844707965851114 49.17291641235346, 6.845309734344426 49.160140991210994, 6.847700595855883 49.15740966796875, 6.834462642669791 49.15137863159197, 6.784133911132812 49.16814804077143, 6.773788452148381 49.16764450073242, 6.763763904571647 49.16513442993164, 6.747885227203483 49.16591644287121, 6.737987518310831 49.16456985473633, 6.719746589660588 49.1765899658206, 6.712838172912598 49.18955993652372, 6.719017505645752 49.19551849365229, 6.720804214477653 49.19312667846691, 6.730198860168741 49.200088500976676, 6.72978878021263 49.203769683838175, 6.740418910980225 49.211658477783374, 6.733889102935734 49.218750000000114, 6.733479022979793 49.222431182861385, 6.74370098114025 49.23398971557617, 6.749800205230827 49.23057174682617, 6.772960186004696 49.227909088134766, 6.78391790390026 49.23208999633789, 6.78958892822294 49.23234176635748, 6.800168991088924 49.240200042724894, 6.816799163818303 49.244621276855696, 6.827019214630354 49.256172180175724, 6.837618827819824 49.26403045654297, 6.837988853454647 49.26036071777355, 6.843658924103067 49.260589599609375, 6.836881160736141 49.27141189575218, 6.830830097198429 49.274848937988395, 6.825150012970028 49.274600982666186, 6.824769973754826 49.27828979492199, 6.841819763183651 49.27902984619152, 6.853538990020809 49.275829315185604, 6.858849048614502 49.27975845336914, 6.864880084991682 49.27632141113287, 6.863070011138916 49.294761657714844, 6.869119167328051 49.29132080078125, 6.874430179596231 49.29524993896496, 6.868390083312988 49.29870223999029, 6.868030071258715 49.30237960815458, 6.874070167541561 49.29893112182623, 6.88507986068754 49.303119659423885, 6.883648872375488 49.31787872314459, 6.888979911804256 49.32181167602545, 6.882579803466911 49.32894897460943, 6.88221979141241 49.332641601562614, 6.887547969818115 49.33658218383806, 6.88719987869257 49.340270996093864, 6.88114786148077 49.34371185302746, 6.874730110168514 49.35084152221691, 6.880431175231934 49.35108947753912, 6.89716911315935 49.35552215576183, 6.908219814300708 49.35971069335949, 6.913208961487101 49.36732864379883, 6.918570041656778 49.371269226074446, 6.924270153045882 49.371520996094034, 6.929618835449162 49.375461578369254, 6.935678958892936 49.37200927734375, 6.934978961944523 49.37939071655279, 6.946040153503475 49.38357925415045, 6.951739788055363 49.383819580078125)), ((7.107553005218676 49.14701461791992, 7.104200839996281 49.14575195312517, 7.107483863830566 49.14800262451183, 7.107553005218676 49.14701461791992)))"
3,Regionalverband Saarbrücken,100,3,0.1831,Saarland,Kreisfreie Städte,"MULTIPOLYGON (((6.951739788055363 49.383819580078125, 6.957779884338606 49.38037109375, 6.963469028473071 49.38061904907238, 6.964489936828784 49.369541168213004, 6.970848083496264 49.36238861083996, 6.987918853759936 49.36312103271513, 6.987588882446346 49.36680984497076, 6.993279933929387 49.36705017089844, 7.004990100860653 49.36384201049799, 7.010669231414738 49.364078521728516, 7.010338783264103 49.36777877807623, 7.016348838806437 49.36431121826183, 7.02771997451805 49.364799499511776, 7.028049945831242 49.361122131347656, 7.022689819336051 49.357170104980526, 7.028368949890137 49.3574104309082, 7.034369945526407 49.35395050048834, 7.051400184631348 49.3546714782716, 7.051730155945108 49.350971221923885, 7.057409763336238 49.351219177246094, 7.069058895111198 49.3479919433596, 7.063387870788688 49.3477516174317, 7.064329147339095 49.33665847778326, 7.075667858123779 49.337139129638615, 7.080718994140796 49.344768524169865, 7.080099105835131 49.35216140747099, 7.086079120635986 49.34870147705095, 7.091460227966365 49.35261917114258, 7.097730159759692 49.345470428466854, 7.114779949188517 49.34616088867199, 7.120748996734903 49.34268951416021, 7.11506986618042 49.34247207641613, 7.109689235687256 49.33855056762718, 7.12164115905756 49.33161163330084, 7.110898971557674 49.323760986328125, 7.116858959197998 49.32030105590849, 7.122529029846191 49.320529937744254, 7.122818946838663 49.31682968139654, 7.117457866668815 49.312911987304744, 7.100470066070784 49.312210083007926, 7.101089954376448 49.30480957031244, 7.090069770813045 49.30064010620123, 7.090979099273738 49.28955078124994, 7.085329055786303 49.289321899414176, 7.085928916931209 49.28192138671869, 7.074628829956282 49.28145217895502, 7.069289207458496 49.27751922607433, 7.070200920105037 49.26642990112305, 7.076148986816406 49.2629585266115, 7.081500053405875 49.26689910888672, 7.087440013885441 49.263439178466854, 7.088038921356258 49.2560386657716, 7.093978881835994 49.25257873535156, 7.110010147094954 49.26438140869135, 7.115660190582219 49.264610290527344, 7.116239070892334 49.25722122192377, 7.127810001373291 49.2539901733399, 7.133740901946965 49.250530242920036, 7.134029865264949 49.24682998657232, 7.129251003265495 49.23550033569353, 7.13009786605835 49.224399566650504, 7.141359806060791 49.224868774414176, 7.14192008972168 49.21746063232416, 7.136011123657511 49.22093200683594, 7.130939006805477 49.213279724121264, 7.120238780975455 49.205390930176065, 7.120790004730281 49.19797134399414, 7.115170001983927 49.19773101806646, 7.109829902649096 49.19379043579124, 7.11008977890009 49.19007110595726, 7.115718841552905 49.190311431884766, 7.116260051727352 49.18288040161133, 7.133130073547363 49.18358993530285, 7.133657932281722 49.17615127563488, 7.12241983413719 49.17568206787104, 7.111451148986987 49.17148971557623, 7.106359004974593 49.163822174072266, 7.111979007720947 49.16405105590826, 7.112247943878401 49.160331726074276, 7.117868900299243 49.16057205200195, 7.118131160736255 49.156841278076456, 7.112779140472469 49.15290069580084, 7.108689308166561 49.15271759033209, 7.098150730133057 49.15433120727545, 7.08320951461792 49.15127563476557, 7.08257532119768 49.14132308959961, 7.090023994445801 49.13226318359375, 7.072655677795694 49.125122070312614, 7.067407131195125 49.11558532714855, 7.05802440643339 49.112586975097656, 7.045944213867301 49.11823654174805, 7.045796394348372 49.13880920410162, 7.034143447876261 49.15443420410162, 7.02826547622692 49.17131423950201, 7.033706188201904 49.18826293945324, 7.020264148712215 49.192726135253906, 7.015439510345743 49.19126892089872, 7.013078689575195 49.18862915039074, 7.008091449737549 49.19374465942383, 6.998806953430346 49.19428634643549, 6.97657489776617 49.20864486694336, 6.957561016082821 49.20380401611351, 6.943566799164046 49.21377182006836, 6.934805393219108 49.2221298217774, 6.924295425415323 49.223075866699276, 6.894287586212329 49.21019744873058, 6.884807586669979 49.21110916137695, 6.858445644378833 49.221630096435774, 6.840444087982178 49.21423339843767, 6.837654113769815 49.21126174926752, 6.851165294647217 49.200458526611555, 6.85014009475708 49.193515777587834, 6.860935211181641 49.178627014160384, 6.858744144439754 49.175750732421875, 6.844707965851114 49.17291641235346, 6.845309734344426 49.160140991210994, 6.847700595855883 49.15740966796875, 6.834462642669791 49.15137863159197, 6.784133911132812 49.16814804077143, 6.773788452148381 49.16764450073242, 6.763763904571647 49.16513442993164, 6.747885227203483 49.16591644287121, 6.737987518310831 49.16456985473633, 6.719746589660588 49.1765899658206, 6.712838172912598 49.18955993652372, 6.719017505645752 49.19551849365229, 6.720804214477653 49.19312667846691, 6.730198860168741 49.200088500976676, 6.72978878021263 49.203769683838175, 6.740418910980225 49.211658477783374, 6.733889102935734 49.218750000000114, 6.733479022979793 49.222431182861385, 6.74370098114025 49.23398971557617, 6.749800205230827 49.23057174682617, 6.772960186004696 49.227909088134766, 6.78391790390026 49.23208999633789, 6.78958892822294 49.23234176635748, 6.800168991088924 49.240200042724894, 6.816799163818303 49.244621276855696, 6.827019214630354 49.256172180175724, 6.837618827819824 49.26403045654297, 6.837988853454647 49.26036071777355, 6.843658924103067 49.260589599609375, 6.836881160736141 49.27141189575218, 6.830830097198429 49.274848937988395, 6.825150012970028 49.274600982666186, 6.824769973754826 49.27828979492199, 6.841819763183651 49.27902984619152, 6.853538990020809 49.275829315185604, 6.858849048614502 49.27975845336914, 6.864880084991682 49.27632141113287, 6.863070011138916 49.294761657714844, 6.869119167328051 49.29132080078125, 6.874430179596231 49.29524993896496, 6.868390083312988 49.29870223999029, 6.868030071258715 49.30237960815458, 6.874070167541561 49.29893112182623, 6.88507986068754 49.303119659423885, 6.883648872375488 49.31787872314459, 6.888979911804256 49.32181167602545, 6.882579803466911 49.32894897460943, 6.88221979141241 49.332641601562614, 6.887547969818115 49.33658218383806, 6.88719987869257 49.340270996093864, 6.88114786148077 49.34371185302746, 6.874730110168514 49.35084152221691, 6.880431175231934 49.35108947753912, 6.89716911315935 49.35552215576183, 6.908219814300708 49.35971069335949, 6.913208961487101 49.36732864379883, 6.918570041656778 49.371269226074446, 6.924270153045882 49.371520996094034, 6.929618835449162 49.375461578369254, 6.935678958892936 49.37200927734375, 6.934978961944523 49.37939071655279, 6.946040153503475 49.38357925415045, 6.951739788055363 49.383819580078125)), ((7.107553005218676 49.14701461791992, 7.104200839996281 49.14575195312517, 7.107483863830566 49.14800262451183, 7.107553005218676 49.14701461791992)))"
